raw - raw,raw - raw,Truncation - Truncation,Truncation - Truncation
Raman Shift,Intensity,Truncated,Truncated
Raw Data x cm-1,Raw Data y a. u.,Raman shift cm-1,Intensity a. u.
param: nan,param: nan,param: nan,param: nan
raw data from data\raw\01_561nm_300g_3x20_mit1800_Toluol.txt,raw data from data\raw\01_561nm_300g_3x20_mit1800_Toluol.txt,Truncated to [500, 1600] cm⁻¹ (449 points).,Truncated to [500, 1600] cm⁻¹ (449 points).
1882.174,1055.85,nan,nan
1884.383,1038.65,nan,nan
1886.592,1047.95,nan,nan
1888.8,1045.45,nan,nan
1891.008,1049.8,nan,nan
1893.214,1051.7,nan,nan
1895.421,1048.15,nan,nan
1897.626,1054.35,nan,nan
1899.831,1047.0,nan,nan
1902.035,1055.05,nan,nan
1904.239,1047.9,nan,nan
1906.442,1047.5,nan,nan
1908.645,1047.9,nan,nan
1910.847,1043.65,nan,nan
1913.048,1032.85,nan,nan
1915.248,1050.85,nan,nan
1917.448,1054.6,nan,nan
1919.648,1059.75,nan,nan
1921.846,1063.2,nan,nan
1924.045,1082.25,nan,nan
1926.242,1096.7,nan,nan
1928.439,1095.25,nan,nan
1930.635,1099.75,nan,nan
1932.831,1077.75,nan,nan
1935.026,1073.95,nan,nan
1937.22,1058.2,nan,nan
1939.414,1061.95,nan,nan
1941.607,1046.7,nan,nan
1943.8,1043.5,nan,nan
1945.992,1043.75,nan,nan
1948.183,1051.05,nan,nan
1950.374,1048.6,nan,nan
1952.564,1047.45,nan,nan
1954.753,1074.8,nan,nan
1956.942,1073.65,nan,nan
1959.131,1074.05,nan,nan
1961.318,1062.85,nan,nan
1963.505,1068.35,nan,nan
1965.692,1054.15,nan,nan
1967.877,1055.9,nan,nan
1970.063,1052.05,nan,nan
1972.247,1035.3,nan,nan
1974.431,1021.4,nan,nan
1976.614,1033.3,nan,nan
1978.797,1021.65,nan,nan
1980.979,1025.2,nan,nan
1983.161,1020.2,nan,nan
1985.342,1031.65,nan,nan
1987.522,1039.8,nan,nan
1989.702,1056.65,nan,nan
1991.881,1061.35,nan,nan
1994.059,1056.65,nan,nan
1996.237,1044.9,nan,nan
1998.414,1044.0,nan,nan
2000.591,1033.6,nan,nan
2002.767,1020.05,nan,nan
2004.942,1017.85,nan,nan
2007.117,1010.0,nan,nan
2009.291,1009.15,nan,nan
2011.465,1010.45,nan,nan
2013.638,1007.9,nan,nan
2015.81,999.2,nan,nan
2017.982,996.7,nan,nan
2020.153,1002.4,nan,nan
2022.323,992.65,nan,nan
2024.493,996.85,nan,nan
2026.663,1000.05,nan,nan
2028.831,990.8,nan,nan
2030.999,998.25,nan,nan
2033.167,1001.85,nan,nan
2035.334,1004.35,nan,nan
2037.5,986.35,nan,nan
2039.666,990.8,nan,nan
2041.831,983.2,nan,nan
2043.995,988.55,nan,nan
2046.159,976.35,nan,nan
2048.322,981.15,nan,nan
2050.485,987.45,nan,nan
2052.647,989.8,nan,nan
2054.808,995.05,nan,nan
2056.969,979.7,nan,nan
2059.13,991.25,nan,nan
2061.289,987.6,nan,nan
2063.448,967.7,nan,nan
2065.607,977.5,nan,nan
2067.764,974.15,nan,nan
2069.922,971.4,nan,nan
2072.078,973.9,nan,nan
2074.234,970.95,nan,nan
2076.39,984.5,nan,nan
2078.545,973.2,nan,nan
2080.699,976.85,nan,nan
2082.852,976.65,nan,nan
2085.005,975.75,nan,nan
2087.158,975.5,nan,nan
2089.31,968.25,nan,nan
2091.461,959.15,nan,nan
2093.611,970.45,nan,nan
2095.761,962.45,nan,nan
2097.911,969.45,nan,nan
2100.06,972.3,nan,nan
2102.208,956.45,nan,nan
2104.355,962.75,nan,nan
2106.502,960.65,nan,nan
2108.649,961.2,nan,nan
2110.795,967.0,nan,nan
2112.94,962.8,nan,nan
2115.085,962.5,nan,nan
2117.229,980.4,nan,nan
2119.372,977.9,nan,nan
2121.515,977.15,nan,nan
2123.657,977.75,nan,nan
2125.799,980.5,nan,nan
2127.94,977.35,nan,nan
2130.08,980.2,nan,nan
2132.22,973.95,nan,nan
2134.359,959.9,nan,nan
2136.498,961.4,nan,nan
2138.636,964.65,nan,nan
2140.774,967.2,nan,nan
2142.911,951.5,nan,nan
2145.047,968.25,nan,nan
2147.183,957.85,nan,nan
2149.318,955.45,nan,nan
2151.452,960.8,nan,nan
2153.586,949.95,nan,nan
2155.719,952.2,nan,nan
2157.852,963.85,nan,nan
2159.984,959.15,nan,nan
2162.116,960.75,nan,nan
2164.247,970.3,nan,nan
2166.377,956.3,nan,nan
2168.507,959.8,nan,nan
2170.636,949.65,nan,nan
2172.765,950.35,nan,nan
2174.893,962.55,nan,nan
2177.02,953.15,nan,nan
2179.147,947.55,nan,nan
2181.273,946.3,nan,nan
2183.399,947.65,nan,nan
2185.524,950.65,nan,nan
2187.648,948.75,nan,nan
2189.772,943.35,nan,nan
2191.896,958.2,nan,nan
2194.018,944.45,nan,nan
2196.14,954.55,nan,nan
2198.262,971.25,nan,nan
2200.383,968.85,nan,nan
2202.503,965.95,nan,nan
2204.623,983.25,nan,nan
2206.742,984.35,nan,nan
2208.861,977.4,nan,nan
2210.979,976.95,nan,nan
2213.096,968.35,nan,nan
2215.213,964.15,nan,nan
2217.329,949.4,nan,nan
2219.445,946.15,nan,nan
2221.56,946.2,nan,nan
2223.675,937.25,nan,nan
2225.789,967.05,nan,nan
2227.902,945.4,nan,nan
2230.015,949.6,nan,nan
2232.127,953.25,nan,nan
2234.238,958.7,nan,nan
2236.349,964.9,nan,nan
2238.46,972.3,nan,nan
2240.57,975.85,nan,nan
2242.679,961.5,nan,nan
2244.787,954.35,nan,nan
2246.896,965.75,nan,nan
2249.003,958.75,nan,nan
2251.11,955.8,nan,nan
2253.216,965.6,nan,nan
2255.322,965.1,nan,nan
2257.427,962.95,nan,nan
2259.532,965.25,nan,nan
2261.636,959.8,nan,nan
2263.739,946.05,nan,nan
2265.842,943.65,nan,nan
2267.944,952.45,nan,nan
2270.046,942.55,nan,nan
2272.147,938.5,nan,nan
2274.248,938.3,nan,nan
2276.348,937.6,nan,nan
2278.447,945.9,nan,nan
2280.546,949.9,nan,nan
2282.644,932.5,nan,nan
2284.742,938.4,nan,nan
2286.839,933.3,nan,nan
2288.935,931.35,nan,nan
2291.031,932.25,nan,nan
2293.127,933.5,nan,nan
2295.221,941.1,nan,nan
2297.316,946.25,nan,nan
2299.409,939.0,nan,nan
2301.502,945.9,nan,nan
2303.595,948.6,nan,nan
2305.686,957.6,nan,nan
2307.778,982.7,nan,nan
2309.869,997.2,nan,nan
2311.959,1012.05,nan,nan
2314.048,1009.35,nan,nan
2316.137,986.35,nan,nan
2318.226,977.55,nan,nan
2320.314,972.8,nan,nan
2322.401,960.65,nan,nan
2324.488,959.9,nan,nan
2326.574,944.95,nan,nan
2328.659,956.85,nan,nan
2330.744,948.4,nan,nan
2332.829,953.9,nan,nan
2334.912,952.85,nan,nan
2336.996,951.45,nan,nan
2339.078,953.0,nan,nan
2341.161,945.8,nan,nan
2343.242,943.5,nan,nan
2345.323,957.75,nan,nan
2347.404,949.35,nan,nan
2349.483,961.25,nan,nan
2351.563,966.35,nan,nan
2353.641,969.75,nan,nan
2355.719,979.6,nan,nan
2357.797,973.6,nan,nan
2359.874,977.7,nan,nan
2361.95,970.55,nan,nan
2364.026,954.4,nan,nan
2366.102,964.25,nan,nan
2368.176,961.3,nan,nan
2370.25,952.2,nan,nan
2372.324,971.2,nan,nan
2374.397,967.45,nan,nan
2376.47,961.1,nan,nan
2378.541,973.3,nan,nan
2380.613,959.4,nan,nan
2382.683,983.5,nan,nan
2384.754,1000.1,nan,nan
2386.823,1017.75,nan,nan
2388.892,1003.85,nan,nan
2390.961,996.9,nan,nan
2393.029,994.9,nan,nan
2395.096,999.45,nan,nan
2397.163,985.45,nan,nan
2399.229,986.55,nan,nan
2401.295,996.35,nan,nan
2403.36,991.15,nan,nan
2405.424,1000.95,nan,nan
2407.488,1014.95,nan,nan
2409.552,1031.3,nan,nan
2411.614,1029.5,nan,nan
2413.677,1060.0,nan,nan
2415.738,1054.75,nan,nan
2417.8,1050.65,nan,nan
2419.86,1055.65,nan,nan
2421.92,1051.95,nan,nan
2423.98,1053.75,nan,nan
2426.038,1073.55,nan,nan
2428.097,1093.85,nan,nan
2430.155,1106.15,nan,nan
2432.212,1114.65,nan,nan
2434.268,1105.8,nan,nan
2436.324,1071.9,nan,nan
2438.38,1043.1,nan,nan
2440.435,1007.75,nan,nan
2442.489,978.5,nan,nan
2444.543,973.15,nan,nan
2446.596,972.85,nan,nan
2448.649,962.9,nan,nan
2450.701,951.0,nan,nan
2452.753,964.4,nan,nan
2454.804,963.7,nan,nan
2456.854,981.65,nan,nan
2458.904,983.9,nan,nan
2460.954,986.05,nan,nan
2463.003,999.85,nan,nan
2465.051,1007.0,nan,nan
2467.099,996.7,nan,nan
2469.146,1007.35,nan,nan
2471.192,989.3,nan,nan
2473.238,977.55,nan,nan
2475.284,972.0,nan,nan
2477.329,977.3,nan,nan
2479.373,980.1,nan,nan
2481.417,972.8,nan,nan
2483.46,988.9,nan,nan
2485.503,982.65,nan,nan
2487.545,976.85,nan,nan
2489.586,980.6,nan,nan
2491.627,971.9,nan,nan
2493.668,949.35,nan,nan
2495.708,961.1,nan,nan
2497.747,947.25,nan,nan
2499.786,957.4,nan,nan
2501.824,943.7,nan,nan
2503.862,947.8,nan,nan
2505.899,962.85,nan,nan
2507.936,953.65,nan,nan
2509.972,963.3,nan,nan
2512.007,967.85,nan,nan
2514.042,965.35,nan,nan
2516.076,964.2,nan,nan
2518.11,976.75,nan,nan
2520.143,976.7,nan,nan
2522.176,983.55,nan,nan
2524.208,999.05,nan,nan
2526.24,1009.6,nan,nan
2528.271,1009.75,nan,nan
2530.301,1019.15,nan,nan
2532.331,1033.35,nan,nan
2534.361,1051.4,nan,nan
2536.39,1069.3,nan,nan
2538.418,1082.55,nan,nan
2540.446,1107.55,nan,nan
2542.473,1139.8,nan,nan
2544.5,1173.05,nan,nan
2546.526,1209.85,nan,nan
2548.551,1240.7,nan,nan
2550.576,1257.15,nan,nan
2552.601,1247.75,nan,nan
2554.625,1239.6,nan,nan
2556.648,1201.65,nan,nan
2558.671,1177.9,nan,nan
2560.693,1145.7,nan,nan
2562.715,1120.05,nan,nan
2564.736,1136.9,nan,nan
2566.757,1139.25,nan,nan
2568.777,1137.75,nan,nan
2570.796,1141.65,nan,nan
2572.815,1171.15,nan,nan
2574.834,1187.1,nan,nan
2576.852,1228.35,nan,nan
2578.869,1280.45,nan,nan
2580.886,1339.25,nan,nan
2582.902,1372.4,nan,nan
2584.918,1390.9,nan,nan
2586.933,1358.75,nan,nan
2588.948,1312.15,nan,nan
2590.962,1248.0,nan,nan
2592.975,1199.3,nan,nan
2594.988,1150.55,nan,nan
2597.001,1149.75,nan,nan
2599.013,1168.75,nan,nan
2601.024,1231.6,nan,nan
2603.035,1302.65,nan,nan
2605.045,1343.35,nan,nan
2607.055,1367.2,nan,nan
2609.064,1334.25,nan,nan
2611.073,1254.8,nan,nan
2613.081,1181.9,nan,nan
2615.088,1093.6,nan,nan
2617.095,1055.25,nan,nan
2619.102,1032.7,nan,nan
2621.108,1018.8,nan,nan
2623.113,1004.05,nan,nan
2625.118,987.6,nan,nan
2627.122,977.2,nan,nan
2629.126,964.1,nan,nan
2631.129,967.55,nan,nan
2633.132,968.15,nan,nan
2635.134,965.4,nan,nan
2637.136,960.55,nan,nan
2639.137,963.3,nan,nan
2641.137,966.35,nan,nan
2643.137,973.65,nan,nan
2645.137,963.05,nan,nan
2647.136,975.55,nan,nan
2649.134,978.7,nan,nan
2651.132,984.65,nan,nan
2653.129,1001.75,nan,nan
2655.126,1024.5,nan,nan
2657.122,1068.5,nan,nan
2659.118,1083.45,nan,nan
2661.113,1095.25,nan,nan
2663.108,1088.85,nan,nan
2665.102,1053.3,nan,nan
2667.096,1024.15,nan,nan
2669.089,995.9,nan,nan
2671.081,975.1,nan,nan
2673.073,950.8,nan,nan
2675.064,958.25,nan,nan
2677.055,951.1,nan,nan
2679.046,951.25,nan,nan
2681.035,953.4,nan,nan
2683.025,959.2,nan,nan
2685.013,963.65,nan,nan
2687.002,960.95,nan,nan
2688.989,964.05,nan,nan
2690.976,968.2,nan,nan
2692.963,985.6,nan,nan
2694.949,990.0,nan,nan
2696.935,1017.55,nan,nan
2698.92,1037.15,nan,nan
2700.904,1052.95,nan,nan
2702.888,1068.6,nan,nan
2704.872,1061.85,nan,nan
2706.854,1056.0,nan,nan
2708.837,1048.0,nan,nan
2710.819,1056.05,nan,nan
2712.8,1051.15,nan,nan
2714.781,1062.65,nan,nan
2716.761,1084.95,nan,nan
2718.74,1104.85,nan,nan
2720.72,1161.2,nan,nan
2722.698,1235.75,nan,nan
2724.676,1347.65,nan,nan
2726.654,1564.2,nan,nan
2728.631,1833.5,nan,nan
2730.607,2144.2,nan,nan
2732.583,2356.9,nan,nan
2734.559,2419.75,nan,nan
2736.534,2379.7,nan,nan
2738.508,2171.35,nan,nan
2740.482,1933.5,nan,nan
2742.455,1682.35,nan,nan
2744.428,1490.35,nan,nan
2746.4,1384.3,nan,nan
2748.372,1326.1,nan,nan
2750.343,1263.0,nan,nan
2752.314,1232.75,nan,nan
2754.284,1218.0,nan,nan
2756.254,1186.45,nan,nan
2758.223,1199.35,nan,nan
2760.192,1182.1,nan,nan
2762.16,1186.7,nan,nan
2764.127,1195.05,nan,nan
2766.094,1196.1,nan,nan
2768.061,1195.7,nan,nan
2770.027,1211.6,nan,nan
2771.992,1227.4,nan,nan
2773.957,1240.1,nan,nan
2775.921,1255.1,nan,nan
2777.885,1247.5,nan,nan
2779.849,1249.5,nan,nan
2781.811,1233.4,nan,nan
2783.774,1189.35,nan,nan
2785.736,1167.7,nan,nan
2787.697,1169.3,nan,nan
2789.657,1160.85,nan,nan
2791.618,1174.7,nan,nan
2793.577,1184.9,nan,nan
2795.537,1206.2,nan,nan
2797.495,1191.75,nan,nan
2799.453,1208.45,nan,nan
2801.411,1238.3,nan,nan
2803.368,1249.6,nan,nan
2805.324,1276.5,nan,nan
2807.28,1303.6,nan,nan
2809.236,1310.1,nan,nan
2811.191,1312.0,nan,nan
2813.145,1339.7,nan,nan
2815.099,1324.4,nan,nan
2817.053,1342.25,nan,nan
2819.006,1373.15,nan,nan
2820.958,1387.85,nan,nan
2822.91,1402.95,nan,nan
2824.861,1447.35,nan,nan
2826.812,1466.35,nan,nan
2828.762,1498.55,nan,nan
2830.712,1531.8,nan,nan
2832.661,1587.8,nan,nan
2834.61,1647.8,nan,nan
2836.558,1723.45,nan,nan
2838.506,1827.3,nan,nan
2840.453,1943.25,nan,nan
2842.4,2089.95,nan,nan
2844.346,2293.45,nan,nan
2846.292,2522.3,nan,nan
2848.237,2845.1,nan,nan
2850.181,3166.65,nan,nan
2852.125,3565.2,nan,nan
2854.069,3980.75,nan,nan
2856.012,4298.9,nan,nan
2857.955,4613.85,nan,nan
2859.897,4824.95,nan,nan
2861.838,5002.95,nan,nan
2863.779,5099.8,nan,nan
2865.72,5150.5,nan,nan
2867.659,5119.25,nan,nan
2869.599,5109.5,nan,nan
2871.538,5119.55,nan,nan
2873.476,5025.0,nan,nan
2875.414,4904.35,nan,nan
2877.352,4774.2,nan,nan
2879.288,4586.8,nan,nan
2881.225,4419.95,nan,nan
2883.161,4245.65,nan,nan
2885.096,4098.45,nan,nan
2887.031,4033.75,nan,nan
2888.965,3998.05,nan,nan
2890.899,4012.4,nan,nan
2892.832,4084.95,nan,nan
2894.765,4264.65,nan,nan
2896.697,4556.2,nan,nan
2898.629,4972.75,nan,nan
2900.56,5520.55,nan,nan
2902.491,6330.15,nan,nan
2904.421,7300.75,nan,nan
2906.351,8474.5,nan,nan
2908.28,9987.4,nan,nan
2910.209,11706.85,nan,nan
2912.137,13512.95,nan,nan
2914.064,15151.7,nan,nan
2915.991,16304.7,nan,nan
2917.918,16790.05,nan,nan
2919.844,16375.25,nan,nan
2921.77,15341.6,nan,nan
2923.695,13915.95,nan,nan
2925.619,12366.95,nan,nan
2927.544,10868.8,nan,nan
2929.467,9489.85,nan,nan
2931.39,8344.25,nan,nan
2933.313,7481.7,nan,nan
2935.235,6761.6,nan,nan
2937.156,6245.9,nan,nan
2939.077,5815.25,nan,nan
2940.998,5592.3,nan,nan
2942.918,5328.45,nan,nan
2944.837,5127.0,nan,nan
2946.756,4982.55,nan,nan
2948.675,4852.8,nan,nan
2950.593,4687.15,nan,nan
2952.51,4539.35,nan,nan
2954.427,4389.05,nan,nan
2956.344,4300.35,nan,nan
2958.26,4146.8,nan,nan
2960.175,4040.4,nan,nan
2962.09,3961.1,nan,nan
2964.005,3905.35,nan,nan
2965.919,3899.55,nan,nan
2967.832,3927.4,nan,nan
2969.745,4007.0,nan,nan
2971.657,4212.95,nan,nan
2973.569,4567.05,nan,nan
2975.481,5234.7,nan,nan
2977.392,5890.1,nan,nan
2979.302,6142.95,nan,nan
2981.212,6111.0,nan,nan
2983.121,5740.25,nan,nan
2985.03,5103.4,nan,nan
2986.939,4483.45,nan,nan
2988.847,4198.05,nan,nan
2990.754,4098.35,nan,nan
2992.661,4204.95,nan,nan
2994.567,4437.2,nan,nan
2996.473,4739.95,nan,nan
2998.379,5084.5,nan,nan
3000.283,5273.1,nan,nan
3002.188,5278.7,nan,nan
3004.092,5182.4,nan,nan
3005.995,4940.65,nan,nan
3007.898,4754.35,nan,nan
3009.8,4706.8,nan,nan
3011.702,4729.85,nan,nan
3013.604,4895.0,nan,nan
3015.504,5078.05,nan,nan
3017.405,5400.2,nan,nan
3019.305,5802.85,nan,nan
3021.204,6371.25,nan,nan
3023.103,7029.6,nan,nan
3025.001,7885.15,nan,nan
3026.899,8717.5,nan,nan
3028.797,9510.45,nan,nan
3030.694,10341.65,nan,nan
3032.59,10976.7,nan,nan
3034.486,11490.75,nan,nan
3036.381,11838.15,nan,nan
3038.276,12223.4,nan,nan
3040.171,12735.3,nan,nan
3042.064,13645.45,nan,nan
3043.958,15198.25,nan,nan
3045.851,17699.8,nan,nan
3047.743,21056.75,nan,nan
3049.635,24554.5,nan,nan
3051.526,27387.65,nan,nan
3053.417,28424.9,nan,nan
3055.308,27875.7,nan,nan
3057.198,25846.2,nan,nan
3059.087,23145.35,nan,nan
3060.976,20685.55,nan,nan
3062.865,18742.3,nan,nan
3064.752,16932.7,nan,nan
3066.64,15179.9,nan,nan
3068.527,13058.95,nan,nan
3070.413,11137.0,nan,nan
3072.299,9395.45,nan,nan
3074.185,7853.45,nan,nan
3076.07,6664.4,nan,nan
3077.954,5788.2,nan,nan
3079.838,5078.3,nan,nan
3081.722,4550.75,nan,nan
3083.605,4143.55,nan,nan
3085.487,3840.3,nan,nan
3087.369,3523.15,nan,nan
3089.251,3309.2,nan,nan
3091.132,3103.05,nan,nan
3093.012,2912.0,nan,nan
3094.892,2782.65,nan,nan
3096.772,2645.55,nan,nan
3098.651,2545.65,nan,nan
3100.53,2450.65,nan,nan
3102.408,2391.1,nan,nan
3104.285,2302.95,nan,nan
3106.162,2221.45,nan,nan
3108.039,2101.0,nan,nan
3109.915,2026.9,nan,nan
3111.791,1951.4,nan,nan
3113.666,1845.3,nan,nan
3115.541,1808.45,nan,nan
3117.415,1743.55,nan,nan
3119.288,1669.0,nan,nan
3121.162,1640.65,nan,nan
3123.034,1582.8,nan,nan
3124.907,1542.25,nan,nan
3126.778,1511.4,nan,nan
3128.649,1474.0,nan,nan
3130.52,1444.95,nan,nan
3132.39,1430.35,nan,nan
3134.26,1374.85,nan,nan
3136.129,1359.6,nan,nan
3137.998,1340.6,nan,nan
3139.867,1338.5,nan,nan
3141.734,1322.1,nan,nan
3143.602,1305.0,nan,nan
3145.469,1299.4,nan,nan
3147.335,1306.05,nan,nan
3149.201,1303.15,nan,nan
3151.066,1305.4,nan,nan
3152.931,1304.75,nan,nan
3154.795,1327.75,nan,nan
3156.659,1366.25,nan,nan
3158.523,1408.25,nan,nan
3160.386,1530.6,nan,nan
3162.248,1637.05,nan,nan
3164.11,1772.55,nan,nan
3165.972,1817.15,nan,nan
